siret,siren,nic
82422814200165,824228142,00165
81899603500015,818996035,00015
32159235400062,321592354,00062
77569338500392,775693385,00392
50923283100016,509232831,00016
32159235400120,321592354,00120
75011207000016,750112070,00016
41197247400034,411972474,00034
50943290200062,509432902,00062
50943290200070,509432902,00070
50943290200161,509432902,00161
50943290200195,509432902,00195
50943290200229,509432902,00229
13002374000439,130023740,00439
50943290200237,509432902,00237
50943290200336,509432902,00336
50943290200351,509432902,00351
82422814200991,824228142,00991
44851614600025,448516146,00025
44851614600058,448516146,00058
38980235600011,389802356,00011
89322696900028,893226969,00028
33958143100030,339581431,00030
31237926601270,312379266,01270
31237926601288,312379266,01288
31237926601619,312379266,01619
50943290200500,509432902,00500
50943290200559,509432902,00559
31237926601742,312379266,01742
31237926601775,312379266,01775
50943290200534,509432902,00534
82422814201221,824228142,01221
39016543900204,390165439,00204
41126867500021,411268675,00021
44935604700042,449356047,00042
47997828000085,479978280,00085
75003578400016,750035784,00016
77568879902041,775688799,02041
77566202601108,775662026,01108
52436324900052,524363249,00052
44892442300024,448924423,00024
39976101400014,399761014,00014
42055159000037,420551590,00037
82189572900019,821895729,00019
77566202600167,775662026,00167
41441296500017,414412965,00017
77568300600024,775683006,00024
39058913300094,390589133,00094
43870754900061,438707549,00061
43870754900079,438707549,00079
39058913300144,390589133,00144
50814916800017,508149168,00017
40151763600031,401517636,00031
79506360100012,795063601,00012
38044044600025,380440446,00025
93698024200080,936980242,00080
83815518200010,838155182,00010
75401639200013,754016392,00013
79240186100028,792401861,00028
51937217100016,519372171,00016
42931837100011,429318371,00011
31472073100053,314720731,00053
31997562900035,319975629,00035
50231871000014,502318710,00014
44294985500013,442949855,00013
81194469300050,811944693,00050
31584483700056,315844837,00056
31584483700072,315844837,00072
31584483700155,315844837,00155
81363207200019,813632072,00019
80863414100028,808634141,00028
80863414100044,808634141,00044
80863414100051,808634141,00051
80863414100069,808634141,00069
80863414100085,808634141,00085
83040750800027,830407508,00027
80863414100143,808634141,00143
80863414100184,808634141,00184
80863414100218,808634141,00218
80863414100242,808634141,00242
39234709200026,392347092,00026
80863414100341,808634141,00341
80863414100358,808634141,00358
45170031400037,451700314,00037
91271157900017,912711579,00017
80863414100374,808634141,00374
80863414100382,808634141,00382
80863414100416,808634141,00416
53072890600039,530728906,00039
50334870800010,503348708,00010
53072890600054,530728906,00054
49331937000026,493319370,00026
41173463500039,411734635,00039
30540504502716,305405045,02716
40332253000011,403322530,00011
30540504500090,305405045,00090
30540504500116,305405045,00116
30540504500223,305405045,00223
40486684000089,404866840,00089
30540504500371,305405045,00371
30540504500397,305405045,00397
31932618700022,319326187,00022
30540504500595,305405045,00595
30540504500637,305405045,00637
30540504500652,305405045,00652
30540504500660,305405045,00660
30540504500694,305405045,00694
30540504500702,305405045,00702
91172080300012,911720803,00012
30540504500744,305405045,00744
30540504500777,305405045,00777
34489895200041,344898952,00041
30540504500991,305405045,00991
30540504501015,305405045,01015
50407425300023,504074253,00023
30540504501213,305405045,01213
30540504501221,305405045,01221
30540504501262,305405045,01262
30540504501296,305405045,01296
82462211200012,824622112,00012
30540504501346,305405045,01346
30540504501387,305405045,01387
33163173900017,331631739,00017
33163173900090,331631739,00090
30540504501452,305405045,01452
30540504501478,305405045,01478
30540504501510,305405045,01510
83224778700019,832247787,00019
30540504501551,305405045,01551
30540504501569,305405045,01569
30540504501627,305405045,01627
30540504501635,305405045,01635
30540504501668,305405045,01668
39400768600022,394007686,00022
80252833100027,802528331,00027
30540504501759,305405045,01759
40849598400028,408495984,00028
30540504501866,305405045,01866
30540504501882,305405045,01882
39433208400067,394332084,00067
30540504501940,305405045,01940
30540504501957,305405045,01957
39890939000021,398909390,00021
39441880000048,394418800,00048
30540504501999,305405045,01999
39441880000063,394418800,00063
30540504502005,305405045,02005
30540504502013,305405045,02013
30540504502054,305405045,02054
34926669200038,349266692,00038
30540504502153,305405045,02153
30540504502161,305405045,02161
30540504502203,305405045,02203
30540504502211,305405045,02211
30540504502237,305405045,02237
30540504502245,305405045,02245
30540504502286,305405045,02286
30540504502302,305405045,02302
30540504502328,305405045,02328
30540504502385,305405045,02385
30540504502393,305405045,02393
30540504502401,305405045,02401
30540504502419,305405045,02419
30540504502450,305405045,02450
50943290200542,509432902,00542
30540504502526,305405045,02526
30540504502534,305405045,02534
47754825900019,477548259,00019
30540504502559,305405045,02559
33380263500032,333802635,00032
39785587500068,397855875,00068
39785587500134,397855875,00134
30540504502617,305405045,02617
39785587500142,397855875,00142
47769611600037,477696116,00037
30540504502625,305405045,02625
30540504502641,305405045,02641
39806026900154,398060269,00154
38491515300017,384915153,00017
77568013500396,775680135,00396
41005566900031,410055669,00031
80860917600025,808609176,00025
77568013500446,775680135,00446
35066904000031,350669040,00031
88238206200017,882382062,00017
35098901800014,350989018,00014
81071202600014,810712026,00014
49845726600019,498457266,00019
41050563000013,410505630,00013
80066618200012,800666182,00012
89808790300016,898087903,00016
41104468800033,411044688,00033
41173463500088,411734635,00088
41173463500138,411734635,00138
39215531300068,392155313,00068
43498102300014,434981023,00014
35278742800023,352787428,00023
50943290200054,509432902,00054
50943290200104,509432902,00104
50943290200112,509432902,00112
50943290200120,509432902,00120
50943290200146,509432902,00146
81194469300027,811944693,00027
50943290200518,509432902,00518
50943290200286,509432902,00286
50943290200294,509432902,00294
50943290200302,509432902,00302
50943290200310,509432902,00310
38960270700017,389602707,00017
50943290200344,509432902,00344
50943290200393,509432902,00393
79327644500020,793276445,00020
32359078600055,323590786,00055
31227281800195,312272818,00195
32359078600071,323590786,00071
32359078600113,323590786,00113
32359078600121,323590786,00121
32359078600147,323590786,00147
32359078600154,323590786,00154
31237926601205,312379266,01205
31237926601411,312379266,01411
50943290200526,509432902,00526
80284086800045,802840868,00045
53794833300019,537948333,00019
50973480200028,509734802,00028
50943290200476,509432902,00476
53794833300050,537948333,00050
31237926601817,312379266,01817
31237926601825,312379266,01825
50943290200468,509432902,00468
41369266600014,413692666,00014
41369266600022,413692666,00022
31263173200020,312631732,00020
31788665300029,317886653,00029
79929134900014,799291349,00014
79929134900030,799291349,00030
43870754900020,438707549,00020
43870754900046,438707549,00046
39058913300086,390589133,00086
34063957400011,340639574,00011
31723772500013,317237725,00013
30540504502732,305405045,02732
40184592000016,401845920,00016
81129079000013,811290790,00013
83029224900018,830292249,00018
82430412500019,824304125,00019
45110209900012,451102099,00012
34841569600031,348415696,00031
52298653800059,522986538,00059
31723470600016,317234706,00016
39259646600046,392596466,00046
45176047400028,451760474,00028
80863414100440,808634141,00440
53072890600104,530728906,00104
34432126000046,344321260,00046
38211584800014,382115848,00014
91302199400029,913021994,00029
43003223500011,430032235,00011
45300359200020,453003592,00020
89452347100023,894523471,00023
30540504501619,305405045,01619
44258015500020,442580155,00020
82935906600026,829359066,00026
38462139700023,384621397,00023
50943290200583,509432902,00583
48815270300010,488152703,00010
52468744900016,524687449,00016
85231463200021,852314632,00021
78990155000028,789901550,00028
95147951800015,951479518,00015
80320210000035,803202100,00035
32211900900015,322119009,00015
81194469300035,811944693,00035
31303015700025,313030157,00025
42249090400022,422490904,00022
91294400600010,912944006,00010
79904809500027,799048095,00027
50943290200450,509432902,00450
31237926601866,312379266,01866
90344502100012,903445021,00012
47991324600043,479913246,00043
31266709000012,312667090,00012
47998853700011,479988537,00011
41906273200054,419062732,00054
39282033800029,392820338,00029
32629834600015,326298346,00015
50412504800026,504125048,00026
47974597800029,479745978,00029
53806562400024,538065624,00024
80742185400025,807421854,00025
34277034400030,342770344,00030
42978025700029,429780257,00029
53905671300016,539056713,00016
80194387900024,801943879,00024
30335618200012,303356182,00012
77988345300010,779883453,00010
18240014300026,182400143,00026
75353047600039,753530476,00039
30540504502252,305405045,02252
39084854700092,390848547,00092
31700303600124,317003036,00124
39084854700449,390848547,00449
30540504502435,305405045,02435
13000460900017,130004609,00017
30540504502443,305405045,02443
78022773200010,780227732,00010
30540504502542,305405045,02542
30540504502575,305405045,02575
45055244300043,450552443,00043
77568013500701,775680135,00701
77568013500826,775680135,00826
77568013500883,775680135,00883
77568013501071,775680135,01071
77568013501113,775680135,01113
77568013501139,775680135,01139
82795872900028,827958729,00028
83875512200010,838755122,00010
42152046100417,421520461,00417
38124453200044,381244532,00044
89470926000018,894709260,00018
30540504502682,305405045,02682
81163631500053,811636315,00053
30540504500926,305405045,00926
30540504501148,305405045,01148
30540504501460,305405045,01460
30540504501502,305405045,01502
13000460900074,130004609,00074
34012780200015,340127802,00015
30540504501858,305405045,01858
13001310500056,130013105,00056
77630061800050,776300618,00050
13001310500080,130013105,00080
19170091300012,191700913,00012
19900246000012,199002460,00012
18800864300028,188008643,00028
13002087800109,130020878,00109
82056704800021,820567048,00021
51928546400029,519285464,00029
81091964700018,810919647,00018
39529035600025,395290356,00025
33514879700012,335148797,00012
19921619300011,199216193,00011
32693006200145,326930062,00145
84063030500026,840630305,00026
78000532800015,780005328,00015
32693006200137,326930062,00137
78471870200037,784718702,00037
19921204400010,199212044,00010
33189100200049,331891002,00049
13001835100176,130018351,00176
78428073700015,784280737,00015
34173453100047,341734531,00047
13000810500012,130008105,00012
13001727000716,130017270,00716
13002267600030,130022676,00030
19442061800010,194420618,00010
19870581600074,198705816,00074
34896746400028,348967464,00028
82304134800017,823041348,00017
44338132200025,443381322,00025
19311381800150,193113818,00150
39064039900015,390640399,00015
44911357000013,449113570,00013
78515062400365,785150624,00365
82456546900015,824565469,00015
82456546900056,824565469,00056
43411361900119,434113619,00119
43964416200034,439644162,00034
82456546900064,824565469,00064
82456546900072,824565469,00072
82456546900080,824565469,00080
49189213900016,491892139,00016
82456546900106,824565469,00106
39174243400015,391742434,00015
44320628900045,443206289,00045
82434427900149,824344279,00149
34022316300023,340223163,00023
19801272600016,198012726,00016
30276439400011,302764394,00011
19810121400015,198101214,00015
19300139300019,193001393,00019
19780004800013,197800048,00013
19460490600017,194604906,00017
19311262000011,193112620,00011
19060793700017,190607937,00017
19221031800015,192210318,00015
30292798300023,302927983,00023
19080804800010,190808048,00010
19080863400017,190808634,00017
19010819100015,190108191,00015
13003148700015,130031487,00015
19790706600017,197907066,00017
78334630700037,783346307,00037
30304171900012,303041719,00012
19720010800011,197200108,00011
78094682800016,780946828,00016
19381817600011,193818176,00011
19840607600010,198406076,00010
19850144700017,198501447,00017
19370878100029,193708781,00029
78611740800025,786117408,00025
19511219800013,195112198,00013
19973021900037,199730219,00037
19820559300017,198205593,00017
19660699000014,196606990,00014
20000746600010,200007466,00010
19974098600013,199740986,00013
19410018600015,194100186,00015
19790768600012,197907686,00012
19680003100011,196800031,00011
19350700100017,193507001,00017
19340128800074,193401288,00074
19490963600012,194909636,00012
19320557200012,193205572,00012
19740276100013,197402761,00013
19390809200011,193908092,00011
78638426300012,786384263,00012
19430113100018,194301131,00018
38759379100016,387593791,00016
19470019100019,194700191,00019
77522173200016,775221732,00016
13001044000019,130010440,00019
78073249100011,780732491,00011
78274968300010,782749683,00010
19771436300011,197714363,00011
19421078700017,194210787,00017
19190087700017,191900877,00017
78273673000014,782736730,00014
19141112300018,191411123,00018
32274692600011,322746926,00011
38466091600014,384660916,00014
19640220000014,196402200,00014
19110677200012,191106772,00012
30284262000023,302842620,00023
78364448700010,783644487,00010
19500060900014,195000609,00014
19740927900019,197409279,00019
77768390500023,777683905,00023
19971804000017,199718040,00017
19320039100012,193200391,00012
19050012400010,190500124,00010
19690279500018,196902795,00018
19150037000017,191500370,00017
19390812600017,193908126,00017
19550752000011,195507520,00011
19120621800015,191206218,00015
19711068700013,197110687,00013
77957043100022,779570431,00022
19271016800019,192710168,00019
19210036000010,192100360,00010
19120938600017,191209386,00017
19251263000018,192512630,00018
19030094700016,190300947,00016
78612761300010,786127613,00010
78627921600026,786279216,00026
78141312500019,781413125,00019
19311241400019,193112414,00019
33348856700038,333488567,00038
19350940300013,193509403,00013
39948808900026,399488089,00026
19761315100012,197613151,00012
77824817900013,778248179,00013
19020060000012,190200600,00012
19370781700014,193707817,00014
18120002300024,181200023,00024
19974097800010,199740978,00010
19700827900014,197008279,00014
19840218200028,198402182,00028
19400750600018,194007506,00018
19711067900010,197110679,00010
77739516100014,777395161,00014
78386532200029,783865322,00029
19120937800014,191209378,00014
19430112300015,194301123,00015
77753858800016,777538588,00016
19871025300016,198710253,00016
78397621000014,783976210,00014
19601782600013,196017826,00013
78087648800013,780876488,00013
77756667000017,777566670,00017
78408386700019,784083867,00019
19610790800010,196107908,00010
77770693800019,777706938,00019
32775402400013,327754024,00013
19450094800048,194500948,00048
78614282800023,786142828,00023
19860820000012,198608200,00012
78617972100018,786179721,00018
19630984300015,196309843,00015
19200002400013,192000024,00013
19390810000012,193908100,00012
19860718600014,198607186,00014
19010059400018,190100594,00018
78142426200033,781424262,00033
48008130600130,480081306,00130
49815719700035,498157197,00035
41280696000032,412806960,00032
31197557700066,311975577,00066
30150010400015,301500104,00015
72203027700247,722030277,00247
81460944200011,814609442,00011
78605529300017,786055293,00017
77534903800098,775349038,00098
32949147600019,329491476,00019
78642897900029,786428979,00029
78466273600031,784662736,00031
31415201800037,314152018,00037
79296161700059,792961617,00059
78574029100253,785740291,00253
77807079700015,778070797,00015
30852928800059,308529288,00059
44994108700024,449941087,00024
44765052400054,447650524,00054
78428082800020,784280828,00020
38518253000035,385182530,00035
77895217600023,778952176,00023
77562424000310,775624240,00310
22780646000035,227806460,00035
77557657200371,775576572,00371
78370779700024,783707797,00024
19840685200204,198406852,00204
81327569000010,813275690,00010
19511196800010,195111968,00010
77588413300015,775884133,00015
19631223500019,196312235,00019
19890045800011,198900458,00011
42813525500050,428135255,00050
40861705800016,408617058,00016
19141421800013,191414218,00013
19131715500015,191317155,00015
20003846100014,200038461,00014
34812741600058,348127416,00058
50205976900054,502059769,00054
31501450600028,315014506,00028
50891507100031,508915071,00031
51952241100031,519522411,00031
18972002200210,189720022,00210
48237902100041,482379021,00041
52077607100026,520776071,00026
77821052600019,778210526,00019
40247415900058,402474159,00058
80903486100025,809034861,00025
52174134800028,521741348,00028
13002293200060,130022932,00060
75254407200032,752544072,00032
82937749800029,829377498,00029
19150667400024,191506674,00024
83282172200010,832821722,00010
85102971000015,851029710,00015
19220083000011,192200830,00011
81039192000032,810391920,00032
83247981000026,832479810,00026
50776692100021,507766921,00021
81073642100050,810736421,00050
41303633600068,413036336,00068
19300023900015,193000239,00015
44475620900011,444756209,00011
79803051600032,798030516,00032
35208713400057,352087134,00057
19340955400014,193409554,00014
81793179300019,817931793,00019
48072999500039,480729995,00039
75252592300021,752525923,00021
89194765700013,891947657,00013
40073444800162,400734448,00162
40073444800188,400734448,00188
37761090200126,377610902,00126
78288385400120,782883854,00120
37761090200217,377610902,00217
37761090200258,377610902,00258
37761090200274,377610902,00274
37761090200282,377610902,00282
37761090200373,377610902,00373
37761090200381,377610902,00381
37761090200407,377610902,00407
37761090200415,377610902,00415
79931042000010,799310420,00010
44954923700047,449549237,00047
13001727000575,130017270,00575
49120441800025,491204418,00025
30051264700029,300512647,00029
30051264700060,300512647,00060
51959927800040,519599278,00040
13002175100057,130021751,00057
80019756800028,800197568,00028
78391247000045,783912470,00045
83917819100020,839178191,00020
13002293200086,130022932,00086
13002293200243,130022932,00243
77563016300019,775630163,00019
83894531900013,838945319,00013
38176632800045,381766328,00045
19681768800043,196817688,00043
19690003900013,196900039,00013
33051742600020,330517426,00020
45103597600021,451035976,00021
48180466400011,481804664,00011
53314727800022,533147278,00022
41007582400046,410075824,00046
38531464600048,385314646,00048
19070004700052,190700047,00052
79322566500017,793225665,00017
43410853600047,434108536,00047
83181914900012,831819149,00012
43438794000027,434387940,00027
53466035200020,534660352,00020
82351102700026,823511027,00026
33126776500047,331267765,00047
43472062900014,434720629,00014
80465566000012,804655660,00012
31065677200137,310656772,00137
19972532600045,199725326,00045
38931209100058,389312091,00058
81927882100031,819278821,00031
33851631300065,338516313,00065
33873066600017,338730666,00017
41303633600043,413036336,00043
77568810400063,775688104,00063
38129402400033,381294024,00033
34359272100025,343592721,00025
45141681200027,451416812,00027
78184288500019,781842885,00019
45398962600032,453989626,00032
78334702400136,783347024,00136
78173357100025,781733571,00025
50016933900016,500169339,00016
78235535800105,782355358,00105
19110023900026,191100239,00026
78184280200048,781842802,00048
82422814201247,824228142,01247
19630001600025,196300016,00025
19630041200034,196300412,00034
82422814200090,824228142,00090
77572257201034,775722572,01034
77572257201042,775722572,01042
77572257201059,775722572,01059
77572257201083,775722572,01083
77572257201091,775722572,01091
77572257201117,775722572,01117
77572257201133,775722572,01133
77572257201158,775722572,01158
77572257201182,775722572,01182
77572257201190,775722572,01190
77572257201208,775722572,01208
77572257201224,775722572,01224
77572257201232,775722572,01232
77572257200051,775722572,00051
77572257200366,775722572,00366
77572257200838,775722572,00838
77572257200846,775722572,00846
77572257200929,775722572,00929
77572257201109,775722572,01109
51773337400022,517733374,00022
13001552200019,130015522,00019
26261109800068,262611098,00068
20003452800030,200034528,00030
20003465000040,200034650,00040
20003493200117,200034932,00117
20003978200178,200039782,00178
77639526100014,776395261,00014
20004216600096,200042166,00096
20004497200087,200044972,00087
20004698500038,200046985,00038
20004782700056,200047827,00056
20004783500224,200047835,00224
20005029200024,200050292,00024
18480007600012,184800076,00012
20005309800014,200053098,00014
20005535800010,200055358,00010
20005564800071,200055648,00071
20006345100096,200063451,00096
20006345100146,200063451,00146
20006353500054,200063535,00054
20008210500087,200082105,00087
20008210500863,200082105,00863
20009020700107,200090207,00107
77734342700012,777343427,00012
22985001100029,229850011,00029
23750007900148,237500079,00148
23750007900155,237500079,00155
23750007900171,237500079,00171
23750007900205,237500079,00205
23750007900213,237500079,00213
23750007900221,237500079,00221
23750007900239,237500079,00239
23750007900254,237500079,00254
18843701600036,188437016,00036
23750007900262,237500079,00262
77774582900013,777745829,00013
23750007900270,237500079,00270
43997564001200,439975640,01200
77790657900027,777906579,00027
26010004500095,260100045,00095
26011019200085,260110192,00085
26011021800146,260110218,00146
26020034000503,260200340,00503
26020861600219,260208616,00219
26020862400064,260208624,00064
26020864000086,260208640,00086
26020871500144,260208715,00144
26030017300051,260300173,00051
26030026400066,260300264,00066
26040358900096,260403589,00096
26050347900040,260503479,00040
26060015000080,260600150,00080
26060020000034,260600200,00034
26060021800077,260600218,00077
26060070500081,260600705,00081
38392563300059,383925633,00059
26070001800021,260700018,00021
26070019000051,260700190,00051
26100002000071,261000020,00071
26110002800024,261100028,00024
26110007700062,261100077,00062
26110010100037,261100101,00037
26120011700131,261200117,00131
19010021400013,190100214,00013
26120014100172,261200141,00172
26130002400047,261300024,00047
26130005700062,261300057,00062
26130022200245,261300222,00245
26140091500052,261400915,00052
26140092300288,261400923,00288
26140093100158,261400931,00158
26140100400039,261401004,00039
26150005200061,261500052,00061
26150013600104,261500136,00104
26150284300038,261502843,00038
26160034000218,261600340,00218
26170002500230,261700025,00230
19040007700011,190400077,00011
26170033000176,261700330,00176
26180007200173,261800072,00173
26180018900092,261800189,00092
26180023900087,261800239,00087
26190310800056,261903108,00056
26192720600027,261927206,00027
26192750300035,261927503,00035
19060023900023,190600239,00023
26200006000059,262000060,00059
26200009400066,262000094,00066
19060043700023,190600437,00023
52150496900044,521504969,00044
19060840600012,190608406,00012
26210018300116,262100183,00116
26220002500068,262200025,00068
63365038700028,633650387,00028
26220006600070,262200066,00070
26220007400058,262200074,00058
26220008200010,262200082,00010
26280004800023,262800048,00023
26220009000229,262200090,00229
26230960200023,262309602,00023
26240580600049,262405806,00049
26240593900576,262405939,00576
26240598800078,262405988,00078
77895055000047,778950550,00047
77895055000054,778950550,00054
26250176000082,262501760,00082
26250462400251,262504624,00251
26270280600015,262702806,00015
26270874600074,262708746,00074
26280005500093,262800055,00093
26280017000033,262800170,00033
26290009500056,262900095,00056
26300001000037,263000010,00037
26300003600149,263000036,00149
26300015000064,263000150,00064
44199903400024,441999034,00024
19130053200014,191300532,00014
26300017600051,263000176,00051
26310012500636,263100125,00636
19130065600011,191300656,00011
26310018200058,263100182,00058
26320004000016,263200040,00016
26330559100103,263305591,00103
26330561700080,263305617,00080
26330565800019,263305658,00019
26330569000053,263305690,00053
39388611400023,393886114,00023
26340011100393,263400111,00393
19140019100026,191400191,00026
26340390900116,263403909,00116
26350005000038,263500050,00038
26350007600181,263500076,00181
26350008400029,263500084,00029
26350014200017,263500142,00017
26360003300058,263600033,00058
26360009000090,263600090,00090
34862897500032,348628975,00032
26370707700164,263707077,00164
26380006200048,263800062,00048
26380021100017,263800211,00017
26380026000097,263800260,00097
26380030200295,263800302,00295
26380032800035,263800328,00035
26390004500109,263900045,00109
26400332800236,264003328,00236
26400428400115,264004284,00115
26410003300259,264100033,00259
26420027000215,264200270,00215
26420396900136,264203969,00136
26430284500070,264302845,00070
26440026800027,264400268,00027
39457483400021,394574834,00021
26450009100121,264500091,00121
26450022400078,264500224,00078
26460001600101,264600016,00101
26470361200103,264703612,00103
26490003600148,264900036,00148
26490039000024,264900390,00024
26490052300152,264900523,00152
26500107300039,265001073,00039
26500165100172,265001651,00172
26510002400024,265100024,00024
26510005700552,265100057,00552
26520004800063,265200048,00063
26520513800141,265205138,00141
19220059000037,192200590,00037
26530008700128,265300087,00128
19220186100015,192201861,00015
26530023600071,265300236,00071
26530027700208,265300277,00208
26540020000043,265400200,00043
26550002500126,265500025,00126
26561334900108,265613349,00108
26561337200167,265613372,00167
26561343000148,265613430,00148
26570280300155,265702803,00155
26570280300569,265702803,00569
26570313200034,265703132,00034
26580007800049,265800078,00049
26580008600091,265800086,00091
26590672700069,265906727,00069
26590673500120,265906735,00120
26590674300140,265906743,00140
19250014800015,192500148,00015
26590683400048,265906834,00048
26590695800029,265906958,00029
26590698200110,265906982,00110
19260037700019,192600377,00019
26590870700200,265908707,00200
26600697200142,266006972,00142
26600711100138,266007111,00138
26610048600205,266100486,00205
26610050200076,266100502,00076
19271097800011,192710978,00011
26610053600066,266100536,00066
26620925300076,266209253,00076
26620930300020,266209303,00020
26620940200020,266209402,00020
19690281100013,196902811,00013
26620961800047,266209618,00047
26620966700135,266209667,00135
26630746100225,266307461,00225
26630783400058,266307834,00058
26640548900086,266405489,00086
26640552100102,266405521,00102
78090155900713,780901559,00713
26650009900020,266500099,00020
26650018000036,266500180,00036
19310057500011,193100575,00011
39883284000043,398832840,00043
26660002200112,266600022,00112
26660007100051,266600071,00051
26670004600110,266700046,00110
26670011100120,266700111,00120
26670022800098,266700228,00098
77562424000013,775624240,00013
26670057400145,266700574,00145
26670058200015,266700582,00015
77992578300010,779925783,00010
26670602700288,266706027,00288
26680019200038,266800192,00038
26680090300095,266800903,00095
26690018200095,266900182,00095
26690023200064,266900232,00064
26690025700020,266900257,00020
26690027300183,266900273,00183
26690027301025,266900273,01025
26710028700130,267100287,00130
26710033700117,267100337,00117
26710076600158,267100766,00158
26720016000047,267200160,00047
26720548200115,267205482,00115
26731109000109,267311090,00109
26740002600071,267400026,00071
26740009100059,267400091,00059
26740084400085,267400844,00085
26741103100045,267411031,00045
26741108000067,267411080,00067
26750045200896,267500452,00896
26750045200946,267500452,00946
26750045201159,267500452,01159
26750045201449,267500452,01449
26750045201647,267500452,01647
26750045201654,267500452,01654
26750045201688,267500452,01688
26440013600067,264400136,00067
26750045201696,267500452,01696
26750045201704,267500452,01704
26750045201795,267500452,01795
19360011100010,193600111,00010
26750045201829,267500452,01829
26760161500086,267601615,00086
26760168000254,267601680,00254
26760171400087,267601714,00087
26760172200155,267601722,00155
20006347700067,200063477,00067
26770005200025,267700052,00025
26770008600064,267700086,00064
26780007600056,267800076,00056
26780271800069,267802718,00069
26780577800318,267805778,00318
78202130700064,782021307,00064
26780580200175,267805802,00175
26780580200233,267805802,00233
26790001700059,267900017,00059
19382274900019,193822749,00019
26790121300046,267901213,00046
26800001500043,268000015,00043
26800014800158,268000148,00158
26800016300090,268000163,00090
26810001300062,268100013,00062
26810005400066,268100054,00066
19410832000038,194108320,00038
26820007800064,268200078,00064
78156439800035,781564398,00035
78237065400017,782370654,00017
26840026400100,268400264,00100
26840344100093,268403441,00093
26850019600152,268500196,00152
26850030300196,268500303,00196
19420049900029,194200499,00029
26850242400289,268502424,00289
26850445300229,268504453,00229
26870851800272,268708518,00272
26871540600040,268715406,00040
26871870700030,268718707,00030
26880031500023,268800315,00023
26890002400012,268900024,00012
26890005700061,268900057,00061
78284704000022,782847040,00022
26890023000072,268900230,00072
26900129300225,269001293,00225
26910001200088,269100012,00088
26910004600300,269100046,00300
26910009500448,269100095,00448
26910214100042,269102141,00042
78288382100053,782883821,00053
26920138000236,269201380,00236
19440063600016,194400636,00016
26920154700065,269201547,00065
26930101600144,269301016,00144
26930116400159,269301164,00159
26940106300707,269401063,00707
26940120400079,269401204,00079
26710079000059,267100790,00059
26950004700114,269500047,00114
26950008800027,269500088,00027
26950163100189,269501631,00189
26950472600036,269504726,00036
26971041400021,269710414,00021
26973302800048,269733028,00048
40112310400044,401123104,00044
19490005600012,194900056,00012
30071741000041,300717410,00041
30071741000173,300717410,00173
30071741000231,300717410,00231
30071741000256,300717410,00256
30071741000264,300717410,00264
30071741000280,300717410,00280
30072520700041,300725207,00041
19540060100025,195400601,00025
19560027500018,195600275,00018
42459649200050,424596492,00050
42462022700159,424620227,00159
13002070400016,130020704,00016
77895055000153,778950550,00153
19580552800013,195805528,00013
19590037800025,195900378,00025
26950015300037,269500153,00037
40264854700014,402648547,00014
19590122800021,195901228,00021
51139557600016,511395576,00016
19590282000016,195902820,00016
50264547600016,502645476,00016
19595856600018,195958566,00018
19600002000012,196000020,00012
30289111400266,302891114,00266
30289111400407,302891114,00407
19620167700016,196201677,00016
26470243200107,264702432,00107
78428100800010,784281008,00010
78547581500037,785475815,00037
77562471100070,775624711,00070
19650029200012,196500292,00012
13002362500010,130023625,00010
13002362500036,130023625,00036
38126596600014,381265966,00014
77563330800199,775633308,00199
77563330801544,775633308,01544
30527337700039,305273377,00039
78480968300302,784809683,00302
78480968300476,784809683,00476
42967496300039,429674963,00039
19690109400017,196901094,00017
78515062400159,785150624,00159
38253463400037,382534634,00037
40705004600025,407050046,00025
19750428500010,197504285,00010
26630785900139,266307859,00139
30250737100011,302507371,00011
77567227201361,775672272,01361
77567227204506,775672272,04506
77567227206683,775672272,06683
77567227207806,775672272,07806
77567227208226,775672272,08226
77567227208952,775672272,08952
77567227210446,775672272,10446
19753256700017,197532567,00017
77567227210495,775672272,10495
77567227210776,775672272,10776
19753256700082,197532567,00082
77567227213424,775672272,13424
77567227213887,775672272,13887
77567227214133,775672272,14133
77567227214414,775672272,14414
77567227217078,775672272,17078
77567227217631,775672272,17631
77567227217896,775672272,17896
77567227218159,775672272,18159
77567227219660,775672272,19660
77567227219728,775672272,19728
77567227220536,775672272,20536
77567227220890,775672272,20890
77567227221088,775672272,21088
77567227221286,775672272,21286
77567227221344,775672272,21344
19770934800027,197709348,00027
19770938900013,197709389,00013
77567227221807,775672272,21807
77567227221823,775672272,21823
77567227221856,775672272,21856
77567227226574,775672272,26574
19772228300011,197722283,00011
77567227227028,775672272,27028
77567227229552,775672272,29552
19780584900019,197805849,00019
77567227229727,775672272,29727
77567227229768,775672272,29768
13001656100024,130016561,00024
77567227230733,775672272,30733
77567227231491,775672272,31491
77567227232127,775672272,32127
77567227232374,775672272,32374
77567227232861,775672272,32861
77567227233281,775672272,33281
77567227233851,775672272,33851
77567227233984,775672272,33984
77567227235377,775672272,35377
19830059200013,198300592,00013
77567239700079,775672397,00079
19840005300015,198400053,00015
19850146200016,198501462,00016
19860039700014,198600397,00014
77568299000061,775682990,00061
26130019800072,261300198,00072
77568300600081,775683006,00081
19911033900017,199110339,00017
30179098600022,301790986,00022
19920804200010,199208042,00010
19921166500013,199211665,00013
30860039400040,308600394,00040
19922149000022,199221490,00022
77567227221138,775672272,21138
